tanggal_gabungan,product,kategori,batch,umur,region,kategori_kesibukan,kategori_pekerjaan,combined,motivation_cloud,channel_clean
2025-03-05,Product Management,JCJC+,14.0,28.0,jabodetabek,Job seeker,Job Seeker / Unemployed, Job connector dan kurikulum sesuai kebutuhannya (kenapa memilih Dibimbing karena ada job connector bergaransi dan kurikulumnya sesuai yang dia butuhkan),job connector kurikulum sesuai butuh pilih bimbing job connector garansi kurikulum sesuai butuh,referral
2025-03-05,Data Science,JCJC+,33.0,26.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Sebelumnya tugas akhir di kampus tentang data, saat ini mendapat arahan dari kakaknya untuk daftar di bootcamp ini agar bisa mencari pekerjaan di bidang data melalui job connector Testimoni kakak (kakaknya merupakan alumni di bootcamp DSan Rini sehingga juga tertarik untuk mendaftar)",tugas kampus data arah kakak daftar bootcamp cari kerja bidang data job connector testimoni kakak kakak alumni bootcamp dsan rini tarik daftar,referral
2025-03-05,Human Resource,CAJC,7.0,26.0,jabodetabek,Pekerja,Private Employee,"Motivasi mengikuti bootcamp ini adalah agar bisa switch career dan mendapatkan koneksi dengan orang orang yang kompeten di bidang HR. Karena belum mengetahui dunia kerja HR sehingga berharap bisa terkoneksi dengan lingkungan HR"" Jadwal di weekend dan materi sedikit lebih lengkap (setelah compare dengan beberapa platform bootcamp melihat dibimbing jadwalnya di hari Sabtu dan Minggu, sehingga tidak bentrok dengan jadwal kerjanya agar bisa maksimal belajarnya. Selain itu melihat materi dan silbusnya dibimbing sedikit lebih lengkap dibandingkan dengan platform lain sehingga memilih dibimbing)",motivasi ikut bootcamp switch career koneksi orang orang kompeten bidang hr dunia kerja hr harap koneksi lingkung hr jadwal weekend materi lengkap compare platform bootcamp bimbing jadwal sabtu minggu bentrok jadwal kerja maksimal ajar materi silbusnya bimbing lengkap banding platform pilih bimbing,tiktok
2025-03-05,UI/UX,JCJC+,30.0,22.0,jabodetabek,Pekerja,Private Employee,"Untuk bisa bekerja fulltime di bidang UIUX design ini, selain itu sebagai bekal karir kedepannya karena melihat bidang UIUX ini cukup penting dimasa yang akan datang Honest review, modul pelajaran dan jadwal di weekend (melihat review dari tiktok dan aplikasi lain terus ditambah dibimbing juga sudah lama. Selain itu ad amodul pembelajarannya dan jadwalnya ada di hari Sabtu dan Minggu yang mana ini tidak bentrok dengan pekerjaannya saat ini)",fulltime bidang uiux design bekal karir depan bidang uiux masa honest review modul ajar jadwal weekend review tiktok aplikasi tambah bimbing ad amodul ajar jadwal sabtu minggu bentrok kerja,instagram
2025-03-05,AI Machine Learning,CAJC,6.0,23.0,java_non_jabodetabek,Job seeker,Job Seeker / Unemployed,"Sebelumnya melihat teman-temannya banyak mengikuti pembelajaran machine learning dan setelah mengetahui beberapa materi yang membuatnya tertarik, sehingga ingin mencoba mendaftar di bootcamp sekaligus agar bisa mendapatkan pekerjaan yang sesuai Admin Informatif (tertarik daftar di dibimbing karena respon admin yang informatif sehingga cepat dan dia tertarik jika informatif seputar bootcamp saja cepat berarti pembelajarannya juga sangat informatif dan bagus)",teman teman ikut ajar machine learning materi buat tarik coba daftar bootcamp kerja sesuai admin informatif tarik daftar bimbing respon admin informatif cepat tarik informatif putar bootcamp cepat ajar informatif bagus,instagram
2025-03-05,Cyber Security,CAJC,1.0,24.0,jabodetabek,Job seeker,Job Seeker / Unemployed,Karena ingin coba mencari tambahan ilmu dari alternatif lain materi dan jadwal bootcamp cocok (pernah membandingkan dengan platform lain namun materi yang ada di dibimbing lebih cocok dengan studentnya saat ini),coba cari tambah ilmu alternatif materi jadwal bootcamp cocok banding platform materi bimbing cocok studentnya,other
2025-03-06,Cyber Security,CAJC,1.0,28.0,outside_java,Pekerja,Private Employee,Motivasinya karena merasa cyber security ini lagi ramai saat ini dan akan sangat bermanfaat utk kedepannya. Selain itu ingin bekerja secara freelance/remote di bidang ini tanpa menggangu pekerjaan utamanya saat ini Alumni (pernah menjadi alumni di bootcamp Business Intelligence batch 1 sehingga sudah cocok dengan pembelajaran dibimbing ) dan pernah compare dengan platform lain seperti purwadhika dan revou namun lebih memilih dibimbing karena sebelumnya sudah pernah mengikuti bootcamp di dibimbing,motivasi cyber security ramai manfaat utk depan freelance remote bidang menggangu kerja utama alumni alumni bootcamp business intelligence batch cocok ajar bimbing compare platform purwadhika revou pilih bimbing ikut bootcamp bimbing,instagram
2025-03-06,Data Science,JCJC+,33.0,27.0,outside_java,Job seeker,Job Seeker / Unemployed,Motivasinya karena ingin belajar dan memperdalami materi di data science & analyst serta ingin upgrade skill Silabus (melihat materi di silabusnya sangat lengkap sehingga tertarik) dan pernah compare dengan platform lain namun lebih lengkap silabus dibimbing,motivasi ajar dalam materi data science analyst upgrade skill silabus materi silabus lengkap tarik compare platform lengkap silabus bimbing,instagram
2025-03-06,Data Science,JCJC+,33.0,25.0,jabodetabek,Pekerja,Government Employee,"Memang pada awalnya tertarik di bidang data dan ingin belajar untuk memperdalam pengetahuan serta upgrade skill karena perkembangan zaman yang semakin modern sehingga harus bisa mengerti soal data Harga (dari segi harga tidak terlalu murah dan tidak terlalu mahal, sehingga mengambil opsi di tengah-tengah) dan pernah compare dengan platform lain seperti RevoU namun karena RevoU terlalu mahal sehingga lebih memilih dibimbing",tarik bidang data ajar dalam tahu upgrade skill kembang zaman modern erti data harga segi harga murah mahal ambil opsi compare platform revou revou mahal pilih bimbing,referral
2025-03-06,Web Development (FE),JCJC+,23.0,28.0,outside_java,Pekerja,Private Employee,"Ingin menambah wawasan dan skill aja serta tertarik di bidang web development baru-baru ini namun jika coding sudah sejak dulu, sehingga dari awal sudah tertarik di bidang ini tidak berpikir ke program lain dan tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya Testimoni dan benefit Dibimbing (kenapa memilih Dibimbing karena merasa yakin setelah melihat testimoni dan benefit yang disediakan sesuai kebutuhannya saat ini)",tambah wawas skill aja tarik bidang web development coding tarik bidang pikir program tuju utama tambah skill tunjang career depan testimoni benefit bimbing pilih bimbing testimoni benefit sedia sesuai butuh,google
2025-03-06,Business Intelligence,CAJC,16.0,26.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Tugas akhir selama dikuliah masih berhubungan dengan forecasting dan bisnis, namun juga ingin mempelajari data, setelah mendapat arahan dari admin, tertarik untuk daftar di Business Intelligence Testimoni (Setelah mendengar penjelasan dari alumni/mentor dari event web development bahwa beliau bisa switch career dari kimia ke bidang IT sehingga membuat student tertarik dan ingin mencoba daftar di dibimbing)",tugas kuliah hubung forecasting bisnis ajar data arah admin tarik daftar business intelligence testimoni dengar jelas alumni mentor event web development beliau switch career kimia bidang it student tarik coba daftar bimbing,google
2025-03-07,Data Science,JCJC+,33.0,36.0,outside_java,Pekerja,Government Employee,"Ingin upgrade skill karena pekerjaan tidak liner dengan pekerja saat ini, jadi ingin belajar lebih dalam tentang pengolaan data Karena jadwal program bootcamp yang banyak di weekend jadi tidak tabrakan dengan waktu kerja",upgrade skill kerja liner kerja ajar kola data jadwal program bootcamp weekend tabrak kerja,instagram
2025-03-07,Mobile App,CAJC,1.0,31.0,java_non_jabodetabek,Pekerja,Private Employee,"Karena suka belajar dan suka explor dan dari banyak nya pengalaman kerja baik dari mengajar di smk tentang animasi dan berwirausaha dibidang digital marketing, dan sekarang dunia IT ini selalu berkembang dan tertarik untuk skill Mobile Apps dan berharap dengan ikut program bootcamp ini bisa skill dan karir baru di bidang saat ini Respon dari dibimbing sendiri dan juga dari fasilitas serta harga sesuai. dari silabus yang diberikan",suka ajar suka explor nya alam kerja ajar smk animasi berwirausaha bidang digital marketing dunia it kembang tarik skill mobile apps harap program bootcamp skill karir bidang respon bimbing fasilitas harga sesuai silabus,other
2025-03-07,Data Science,JCJC+,33.0,25.0,jabodetabek,Pekerja,Government Employee,"Motivasinya ikut bootcamp karena ingin switch career dan tertariknya masih baru-baru ini setelah lihat temannya yang dapat kerja dari bootcamp di Dibimbing, sehingga dari awal sudah tertarik di program ini dan tidak berpikir ke program lain dan tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya Testimoni teman (dia memilih Dibimbing karena teman sudah pernah ikut dan mendapatkan pekerjaan dari bantuan Dibimbing, sehingga membuat dia yakin)",motivasi bootcamp switch career tarik lihat teman kerja bootcamp bimbing tarik program pikir program tuju utama tambah skill tunjang career depan testimoni teman pilih bimbing teman kerja bantu bimbing,referral
2025-03-07,Data Science,JCJC+,34.0,22.0,outside_java,Job seeker,Job Seeker / Unemployed,"Ingin berpindah karir di bidang data dan pada saat menyusun skipsi pada saat kuliah terdapatkendala dan meraka kurang cocok di bidang tersebut, dan pada saat skripsi dan mengelola data menggunakan AI dan dari hal tersebut memilih untuk mendalami data sciend Kenapa memilih dibimbing karena dapat program magang nya dan jadwal di weekend juga",pindah karir bidang data susun skipsi kuliah terdapatkendala raka cocok bidang skripsi kelola data ai pilih dalam data sciend pilih bimbing program magang nya jadwal weekend,instagram
2025-03-07,Digital Marketing,JCJC+,30.0,20.0,java_non_jabodetabek,Mahasiswa,Student,"Sebenarnya dari awal dia masuk di ilmu komunikasi karena sudah tertarik di bidang sosial terutama di advertising campaign tapi ternyata saat masuk kuliah dan di fakultas ilmu komunikasi fokusnya ke research teori dan praktisi ke sumber daya di perusahaan itu sendiri dan sayangnya tidak bisa meneruskan passionnya lebih lanjut makanya butuh bimbingan langsung diluar kampus dan kemarin sempat study exchange ke hanyang university dan sempat ambil mata kuliah salah satunya digital marketing dan merasa enjoy ngejalaninya dan nilainya cukup baik dan dia pengen lanjut di bidang ini kemudian setelah dikulik lebih lanjut digital marketing lebih kompleks dan goalsnya untuk belajar lebih mendalam di bidang ini dan menjadikan passion ini menjadi job kedepannya, sehingga dari awal sudah tertarik di digital marketing tidak tertarik di bidang lain dan tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya Instagram dan website bagus (kenapa memilih Dibimbing karena dari branding instagram dan websitenya bagus dan cukup membuat dia yakin untuk ikut bootcamp di Dibimbing ini)",masuk ilmu komunikasi tarik bidang sosial advertising campaign masuk kuliah fakultas ilmu komunikasi fokus research teori praktisi sumber daya usaha sayang terus passionnya butuh bimbing langsung luar kampus kemarin study exchange hanyang university ambil mata kuliah salah satu digital marketing enjoy ngejalaninya nilai ken bidang lik digital marketing kompleks goalsnya ajar dalam bidang jadi passion job depan tarik digital marketing tarik bidang tuju utama kembang skill tunjang career depan instagram website bagus pilih bimbing branding instagram websitenya bagus bootcamp bimbing,instagram
2025-03-08,Web Development (FE),JCJC+,23.0,20.0,jabodetabek,Mahasiswa,Student,"Ingin kerja di bidang teknologi kebetulan suka dengan pemrograman dan coding jadi ingin mempelajari lebih dalam lagi Karena kakak yang menyarakan jadi lebih yakin aja dan ngikut saran dari kakak, karena kebetulan tertarik ikut program ini dilihat dari materi yang diberikan",kerja bidang teknologi suka pemrograman coding ajar kakak sara aja ngikut saran kakak tarik program materi,google
2025-03-08,Data Science,JCJC+,33.0,23.0,jabodetabek,Pekerja,Private Employee,"Tujuan ikut program ini untuk upgrade skill karena di pekerjaan saat ini merasa belum memiliki peluang, dan ingin berkerja kembali di Dari jadwal program bootcampnya dan juga dari benefit job connectornya sendiri",tuju program upgrade skill kerja milik peluang kerja jadwal program bootcampnya benefit job connectornya,other
2025-03-08,Data Science,JCJC+,33.0,26.0,jabodetabek,Job seeker,Job Seeker / Unemployed,Karena ingin mepelajari hal baru setelah lulus pernah belajar data Science sebentar tetapi Karena jadwal program bootcamp di bulan april,mepelajari lulus ajar data science sebentar jadwal program bootcamp april,referral
2025-03-08,Data Science,JCJC+,33.0,24.0,java_non_jabodetabek,Pekerja,Private Employee,"Tertariik untuk berkarir di bidang data karena melihat posisi ini sedang ramai dan mendafatar bootcamp dengan tujuan agar bisa menunjang karir kedepannya Jadwal di weekend (setelah compare dengan digitalskola, revou dan skill academy, lebih cocok dengan dibimbing karena waktunya ada di hari Sabtu dan Minggu)",tertariik berkarir bidang data posisi ramai mendafatar bootcamp tuju tunjang karir depan jadwal weekend compare digitalskola revou skill academy cocok bimbing sabtu minggu,instagram
2025-03-08,Data Science,JCJC+,33.0,24.0,jabodetabek,Pekerja,Government Employee,"Karena dipekeraan saat ini sebagai CS bank membutuhkan skill analisis keuangan, sehingga daftar bootcamp ini untuk bisa mengasah skill yang nantinya dapat digunakan di pekerjaannya Rekomendasi tante (mendapat rekomendasi dari tantenya untuk mendaftar di bootcamp ini dan juga bareng dengan sepupunya an M Sanrino Sitanggang di bootcamp Data Science)",dipekeraan cs bank butuh skill analisis uang daftar bootcamp asah skill kerja rekomendasi tante rekomendasi tante daftar bootcamp bareng sepupu an m sanrino sitanggang bootcamp data science,referral
